id,name_english,name_japanese,name_chinese,name_french,types,species,description,hp,attack,defense,special_attack,special_defense,speed,total_stats,height,weight,egg_groups,abilities,hidden_ability,gender_ratio,evolution_previous,evolution_next,sprite_url,thumbnail_url,hires_url,name_thai
681,Aegislash,ギルガルド,坚盾剑怪,Exagide,"Steel, Ghost",Royal Sword Pokémon,"Apparently, it can detect the innate qualities of leadership. According to legend, whoever it recognizes is destined to become king.",60,50,150,50,150,60,520,1.7 m,53 kg,Mineral,Stance Change,,50:50,"['680', 'use Dusk Stone']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/681.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/681.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/681.png,กิรุกะรุโดะ
682,Spritzee,シュシュプ,粉香香,Fluvetin,Fairy,Perfume Pokémon,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.",78,52,60,63,65,23,341,0.2 m,0.5 kg,Fairy,Healer,Aroma Veil,50:50,,683(trade holding Sachet),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/682.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/682.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/682.png,ชุชุปุ
683,Aromatisse,フレフワン,芳香精,Cocotine,Fairy,Fragrance Pokémon,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.",101,72,72,99,89,29,462,0.8 m,15.5 kg,Fairy,Healer,Aroma Veil,50:50,"['682', 'trade holding Sachet']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/683.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/683.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/683.png,ฟุเระฟุวะน
684,Swirlix,ペロッパフ,绵绵泡芙,Sucroquin,Fairy,Cotton Candy Pokémon,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.",62,48,66,59,57,49,341,0.4 m,3.5 kg,Fairy,Sweet Veil,Unburden,50:50,,685(trade holding Whipped Dream),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/684.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/684.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/684.png,เปะโระปะฟุ
685,Slurpuff,ペロリーム,胖甜妮,Cupcanaille,Fairy,Meringue Pokémon,"Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!",82,80,86,85,75,72,480,0.8 m,5 kg,Fairy,Sweet Veil,Unburden,50:50,"['684', 'trade holding Whipped Dream']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/685.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/685.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/685.png,เปะโระรีมุ
686,Inkay,マーイーカ,好啦鱿,Sepiatop,"Dark, Psychic",Revolving Pokémon,"When exchanging information with others of its kind, it flashes the light-emitting spots on its body in a complex rhythm.",53,54,53,37,46,45,288,0.4 m,3.5 kg,"Water 1, Water 2","Contrary, Suction Cups",Infiltrator,50:50,,"687(Level 30, holding console upside down)",https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/686.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/686.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/686.png,มาอีคะ
687,Malamar,カラマネロ,乌贼王,Sepiatroce,"Dark, Psychic",Overturning Pokémon,It flashes the pattern on its torso to control its prey and draw them in. The edges of its fins are supremely sharp.,86,92,88,68,75,73,482,1.5 m,47 kg,"Water 1, Water 2","Contrary, Suction Cups",Infiltrator,50:50,"['686', 'Level 30, holding console upside down']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/687.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/687.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/687.png,คะระมะเนะโระ
688,Binacle,カメテテ,龟脚脚,Opermine,"Rock, Water",Two-Handed Pokémon,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.",42,52,67,39,56,50,306,0.5 m,31 kg,Water 3,"Tough Claws, Sniper",Pickpocket,50:50,,689(Level 39),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/688.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/688.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/688.png,คะเมะเตะเตะ
689,Barbaracle,ガメノデス,龟足巨铠,Golgopathe,"Rock, Water",Collective Pokémon,"Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.",72,105,115,54,86,68,500,1.3 m,96 kg,Water 3,"Tough Claws, Sniper",Pickpocket,50:50,"['688', 'Level 39']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/689.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/689.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/689.png,กะเมะโนะเดะซุ
690,Skrelp,クズモー,垃垃藻,Venalgue,"Poison, Water",Mock Kelp Pokémon,"It’s not good at swimming, so it clings to the seaweed. In the Alola region, it’s often found near Dhelmise.",50,60,60,60,60,30,320,0.5 m,7.3 kg,"Water 1, Dragon","Poison Point, Poison Touch",Adaptability,50:50,,691(Level 48),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/690.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/690.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/690.png,คุซุโมา
691,Dragalge,ドラミドロ,毒藻龙,Kravarech,"Poison, Dragon",Mock Kelp Pokémon,It blends in with seaweed to ambush its prey and then takes them down with a poisonous liquid strong enough to melt metal.,65,75,90,97,123,44,494,1.8 m,81.5 kg,"Water 1, Dragon","Poison Point, Poison Touch",Adaptability,50:50,"['690', 'Level 48']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/691.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/691.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/691.png,โดะระมิโดะโระ
692,Clauncher,ウデッポウ,铁臂枪虾,Flingouste,Water,Water Gun Pokémon,"It moves around by jetting water from its right pincer. It has a poor sense of balance, so it’s terrible at swimming straight.",50,53,62,58,63,44,330,0.5 m,8.3 kg,"Water 1, Water 3",Mega Launcher,,50:50,,693(Level 37),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/692.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/692.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/692.png,อุเดะโปะอุ
693,Clawitzer,ブロスター,钢炮臂虾,Gamblast,Water,Howitzer Pokémon,"Its right arm is packed with meat. When its pincer falls off, it’s exported to be used as a cooking ingredient.",71,73,88,120,89,59,500,1.3 m,35.3 kg,"Water 1, Water 3",Mega Launcher,,50:50,"['692', 'Level 37']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/693.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/693.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/693.png,บุโระซุทา
694,Helioptile,エリキテル,伞电蜥,Galvaran,"Electric, Normal",Generator Pokémon,The frills on either side of its head have cells that generate electricity when exposed to sunlight.,44,38,33,61,43,70,289,0.5 m,6 kg,"Monster, Dragon","Dry Skin, Sand Veil",Solar Power,50:50,,695(use Sun Stone),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/694.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/694.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/694.png,เอะริคิเตะรุ
695,Heliolisk,エレザード,光电伞蜥,Iguolta,"Electric, Normal",Generator Pokémon,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.",62,55,52,109,94,109,481,1 m,21 kg,"Monster, Dragon","Dry Skin, Sand Veil",Solar Power,50:50,"['694', 'use Sun Stone']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/695.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/695.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/695.png,เอะเระซาโดะ
696,Tyrunt,チゴラス,宝宝暴龙,Ptyranidur,"Rock, Dragon",Royal Heir Pokémon,"Tyrunt is spoiled and selfish. It may just be trying to frolic, but sometimes the ones it’s trying to frolic with are gravely injured.",58,89,77,45,45,48,362,0.8 m,26 kg,"Monster, Dragon",Strong Jaw,Sturdy,87.5:12.5,,"697(Level 39, Daytime)",https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/696.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/696.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/696.png,จิโกะระซุ
697,Tyrantrum,ガチゴラス,怪颚龙,Rexillius,"Rock, Dragon",Despot Pokémon,"The king of the ancient world, it can easily crunch a car with the devastating strength of its enormous jaws.",82,121,119,69,59,71,521,2.5 m,270 kg,"Monster, Dragon",Strong Jaw,Rock Head,87.5:12.5,"['696', 'Level 39, Daytime']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/697.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/697.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/697.png,กะจิโกะระซุ
698,Amaura,アマルス,冰雪龙,Amagara,"Rock, Ice",Tundra Pokémon,"Amaura was restored successfully, but it’s not expected to live long because of the heat of the current environment.",77,59,50,67,63,46,362,1.3 m,25.2 kg,Monster,Refrigerate,Snow Warning,87.5:12.5,,"699(Level 39, Nighttime)",https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/698.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/698.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/698.png,อะมะรุซุ
699,Aurorus,アマルルガ,冰雪巨龙,Dragmara,"Rock, Ice",Tundra Pokémon,This usually quiet and kindly Pokémon has a surface temperature of around –240 degrees Fahrenheit.,123,77,72,99,92,58,521,2.7 m,225 kg,Monster,Refrigerate,Snow Warning,87.5:12.5,"['698', 'Level 39, Nighttime']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/699.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/699.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/699.png,อะมะรุรุกะ
700,Sylveon,ニンフィア,仙子伊布,Nymphali,Fairy,Intertwining Pokémon,Sylveon wraps its ribbonlike feelers around its Trainer’s arm because this touch enables it to read its Trainer’s feelings.,95,65,65,110,130,60,525,1 m,23.5 kg,Field,Cute Charm,Pixilate,87.5:12.5,"['133', 'High Affection, knowing Fairy move']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/700.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/700.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/700.png,นิมเฟีย
701,Hawlucha,ルチャブル,摔角鹰人,Brutalibré,"Fighting, Flying",Wrestling Pokémon,"In combat, Hawlucha leaps nimbly about, taking advantage of its opponents’ blind spots. It’s also skilled at using superb submission holds.",78,92,75,74,63,118,500,0.8 m,21.5 kg,Human-Like,"Limber, Unburden",Mold Breaker,50:50,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/701.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/701.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/701.png,รุจะบุรุ
702,Dedenne,デデンネ,咚咚鼠,Dedenne,"Electric, Fairy",Antenna Pokémon,Its upper whiskers are sensors that survey its surroundings. Its lower whiskers are organs that shoot electricity.,67,58,57,81,67,101,431,0.2 m,2.2 kg,"Field, Fairy","Cheek Pouch, Pickup",Plus,50:50,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/702.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/702.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/702.png,เดะเดะนเนะ
703,Carbink,メレシー,小碎钻,Strassie,"Rock, Fairy",Jewel Pokémon,"To keep the jewels on their bodies free of tarnish, packs of Carbink use their soft manes to polish one another’s jewels.",50,50,150,50,150,50,500,0.3 m,5.7 kg,"Fairy, Mineral",Clear Body,Sturdy,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/703.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/703.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/703.png,เมะเระชี
704,Goomy,ヌメラ,黏黏宝,Mucuscule,Dragon,Soft Tissue Pokémon,"Its body is mostly water. If it dries out, it will die, so it’s always sitting with perfect stillness in the shade.",45,50,35,55,75,40,300,0.3 m,2.8 kg,Dragon,"Sap Sipper, Hydration",Gooey,50:50,,705(Level 40),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/704.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/704.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/704.png,นุเมะระ
705,Sliggoo,ヌメイル,黏美儿,Colimucus,Dragon,Soft Tissue Pokémon,Its entire body is covered with gooey mucus that can dissolve anything. Be sure to put gloves on if you’re going to touch it.,68,75,53,83,113,60,452,0.8 m,17.5 kg,Dragon,"Sap Sipper, Hydration",Gooey,50:50,"['704', 'Level 40']","706(Level 50, during rain)",https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/705.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/705.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/705.png,นุเมะอิรุ
706,Goodra,ヌメルゴン,黏美龙,Muplodocus,Dragon,Dragon Pokémon,"Underneath its slimy skin is a thick layer of fat, and the combination of the two makes enemies’ attacks slide right off.",90,100,70,110,150,80,600,2 m,150.5 kg,Dragon,"Sap Sipper, Hydration",Gooey,50:50,"['705', 'Level 50, during rain']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/706.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/706.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/706.png,นุเมะรุโกะน
707,Klefki,クレッフィ,钥圈儿,Trousselin,"Steel, Fairy",Key Ring Pokémon,"Long ago it lived in mines, but once the minerals that make up its diet became scarcer, Klefki began appearing in human settlements.",57,80,91,80,87,75,470,0.2 m,3 kg,Mineral,Prankster,Magician,50:50,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/707.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/707.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/707.png,คุเระฟุอิ
708,Phantump,ボクレー,小木灵,Brocélôme,"Ghost, Grass",Stump Pokémon,"An unknown spirit came to lodge in a tree stump, creating this Pokémon. A cure-all can be made from an infusion of its green leaves.",43,70,48,50,60,38,309,0.4 m,7 kg,"Grass, Amorphous","Natural Cure, Frisk",Harvest,50:50,,709(Trade),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/708.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/708.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/708.png,โบะคุเรา
709,Trevenant,オーロット,朽木妖,Desséliande,"Ghost, Grass",Elder Tree Pokémon,"This Pokémon controls trees via roots stretching from its feet, and it will attack anyone that dares to ravage the forest.",85,110,76,65,82,56,474,1.5 m,71 kg,"Grass, Amorphous","Natural Cure, Frisk",Harvest,50:50,"['708', 'Trade']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/709.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/709.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/709.png,โอาโระโตะ
710,Pumpkaboo,バケッチャ,南瓜精,Pitrouille,"Ghost, Grass",Pumpkin Pokémon,It is said to carry wandering spirits to the place where they belong so they can move on.,59,66,70,44,55,41,335,0.4 m,5 kg,Amorphous,"Pickup, Frisk",Insomnia,50:50,,711(Trade),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/710.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/710.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/710.png,บะเคะจะ
711,Gourgeist,パンプジン,南瓜怪人,Banshitrouye,"Ghost, Grass",Pumpkin Pokémon,It enwraps its prey in its hairlike arms. It sings joyfully as it observes the suffering of its prey.,85,100,122,58,75,54,494,0.9 m,12.5 kg,Amorphous,"Pickup, Frisk",Insomnia,50:50,"['710', 'Trade']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/711.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/711.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/711.png,ปะนปุจิน
712,Bergmite,カチコール,冰宝,Grelaçon,Ice,Ice Chunk Pokémon,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.",55,69,85,32,35,28,304,1 m,99.5 kg,Monster,"Own Tempo, Ice Body",Sturdy,50:50,,713(Level 37),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/712.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/712.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/712.png,คะจิโคารุ
713,Avalugg,クレベース,冰岩怪,Séracrawl,Ice,Iceberg Pokémon,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.,95,117,184,44,46,28,514,2 m,505 kg,Monster,"Own Tempo, Ice Body",Sturdy,50:50,"['712', 'Level 37']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/713.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/713.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/713.png,คุเระเบาซุ
714,Noibat,オンバット,嗡蝠,Sonistrelle,"Flying, Dragon",Sound Wave Pokémon,It flies around in search of fruit to eat. It uses ultrasonic waves to detect which fruits are ripe.,40,30,35,45,40,55,245,0.5 m,8 kg,Flying,"Frisk, Infiltrator",Telepathy,50:50,,715(Level 48),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/714.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/714.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/714.png,โอะนบะโตะ
715,Noivern,オンバーン,音波龙,Bruyverne,"Flying, Dragon",Sound Wave Pokémon,This hot-blooded Pokémon attacks anything it sees with ultrasonic waves that can crush boulders.,85,70,80,97,80,123,535,1.5 m,85 kg,Flying,"Frisk, Infiltrator",Telepathy,50:50,"['714', 'Level 48']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/715.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/715.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/715.png,โอะนบาน
716,Xerneas,ゼルネアス,哲尔尼亚斯,Xerneas,Fairy,Life Pokémon,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life.",126,131,95,131,98,99,680,3 m,215 kg,Undiscovered,Fairy Aura,,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/716.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/716.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/716.png,เซะรุเนะอะซุ
717,Yveltal,イベルタル,伊裴尔塔尔,Yveltal,"Dark, Flying",Destruction Pokémon,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.",126,131,95,131,98,99,680,5.8 m,203 kg,Undiscovered,Dark Aura,,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/717.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/717.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/717.png,อิเบะรุทะรุ
718,Zygarde,ジガルデ,基格尔德,Zygarde,"Dragon, Ground",Order Pokémon,Some say it can change to an even more powerful form when battling those who threaten the ecosystem.,108,100,121,81,95,95,600,5 m,305 kg,Undiscovered,Aura Break,,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/718.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/718.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/718.png,จิกะรุเดะ
719,Diancie,ディアンシー,蒂安希,Diancie,"Rock, Fairy",Jewel Pokémon,It can instantly create many diamonds by compressing the carbon in the air between its hands.,50,100,150,100,150,50,600,0.7 m,8.8 kg,Undiscovered,Clear Body,,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/719.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/719.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/719.png,เดะอิอะนชี
720,Hoopa,フーパ,胡帕,Hoopa,"Psychic, Ghost",Mischief Pokémon,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.",80,110,60,150,130,70,600,0.5 m,9 kg,Undiscovered,Magician,,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/720.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/720.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/720.png,ฟูปะ
721,Volcanion,ボルケニオン,波尔凯尼恩,Volcanion,"Fire, Water",Steam Pokémon,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,80,110,120,130,90,70,600,1.7 m,195 kg,Undiscovered,Water Absorb,,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/721.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/721.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/721.png,โบะรุเคะนิโอะน
722,Rowlet,モクロー,木木枭,Brindibou,"Grass, Flying",Grass Quill Pokémon,"It feels relaxed in tight, dark places and has been known to use its Trainer’s pocket or bag as a nest.",68,55,55,50,50,42,320,0.3 m,1.5 kg,Flying,Overgrow,Long Reach,87.5:12.5,,723(Level 17),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/722.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/722.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/722.png,โมะคุโรา
723,Dartrix,フクスロー,投羽枭,Efflèche,"Grass, Flying",Blade Quill Pokémon,"Supremely sensitive to the presence of others, it can detect opponents standing behind it, flinging its sharp feathers to take them out.",78,75,75,70,70,52,420,0.7 m,16 kg,Flying,Overgrow,Long Reach,87.5:12.5,"['722', 'Level 17']",724(Level 34),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/723.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/723.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/723.png,ฟุคุซุโรา
724,Decidueye,ジュナイパー,狙射树枭,Archéduc,"Grass, Ghost",Arrow Quill Pokémon,"Decidueye can nock and fire an arrow at an enemy in a tenth of a second, so its battles are decided in the blink of an eye.",78,107,75,100,100,70,530,1.6 m,36.6 kg,Flying,Overgrow,Long Reach,87.5:12.5,"['723', 'Level 34']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/724.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/724.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/724.png,จุนะอิปา
725,Litten,ニャビー,火斑喵,Flamiaou,Fire,Fire Cat Pokémon,"Its coat regrows twice a year. When the time comes, Litten sets its own body on fire and burns away the old fur.",45,65,40,60,40,70,320,0.4 m,4.3 kg,Field,Blaze,Intimidate,87.5:12.5,,726(Level 17),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/725.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/725.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/725.png,นะบี
726,Torracat,ニャヒート,炎热喵,Matoufeu,Fire,Fire Cat Pokémon,"When its mane is standing on end, you can tell it’s feeling good. When it isn’t feeling well, its fur will lie down flat.",65,85,50,80,50,90,420,0.7 m,25 kg,Field,Blaze,Intimidate,87.5:12.5,"['725', 'Level 17']",727(Level 34),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/726.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/726.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/726.png,นะฮีโตะ
